pgn_aptkira_dinner | [pname_kira[0]], неожиданно тебя видеть с нами за ужином, что-то случилось? Плохое или хорошее? | [pname_kira[0]], suddenly you see us at dinner, something happened? Bad or good?
menu_1_pgn_kiraaptsex_verandahome_v1 | Моему любимому племяннику больше не нравится эта попка!? | My beloved nephew doesn't like that ass anymore!
menu_1_pgn_kiraaptsex_verandahome_v1 | Хорошенько подумай. | Think hard.
menu_1_pgn_kiraaptsex_verandahome_v1 | Твоя попка классная. Просто не хочется куда-то ехать. | Your ass is awesome. I just don't want to go anywhere.
menu_1_pgn_kiraaptsex_verandahome_v1 | Как жаль. А то она такая упругая и нуждается в сильной хватке мужчины. | Oh, that's a shame. She's so resilient, she needs a man's grip.
menu_1_pgn_kiraaptsex_verandahome_v1 | Ммм... | Mmm...
menu_1_pgn_kiraaptsex_verandahome_v1 | Да, вот так... | Yeah, like this...
menu_1_pgn_kiraaptsex_verandahome_v1 | Ну, [pname_max[0]]. Последний раз предлагаю. Поедем или нет? | Well, [pname_max[0]]. This is the last time I offer it. Shall we go or not?
menu_1_pgn_kiraaptsex_verandahome_v1 | Умеешь уговаривать. | You know how to talk.
menu_1_pgn_kiraaptsex_verandahome_v1 | Вот и отлично. Давай, бегом в комнату и поехали. | Well, that's great. Come on, let's go to the room and let's go.
menu_1_pgn_kiraaptsex_verandahome_v1_6 | Прости, но не сегодня. | I'm sorry, but not today.
menu_1_pgn_kiraaptsex_verandahome_v1_0 | Жаль. Как хочешь. | Too bad. Whatever you want.
 | Всегда готов.
Always ready.
В спальню
To the bedroom.
Выбирай сама, я на всё согласен
Choose for yourself, I'll do anything.
Продолжим
Let's go on.
В киску
In the pussy.
В анал
In the anal.
Кончить внутрь
Cum inside.
Кончить на сиськи
Cum on boobs
Ускорить
Speed it up
Замедлить
Slow down
Далее
Next
Кончить
Cum
Поговорить
Speak
Подойти ближе
Come closer
Наблюдать
To watch
Ещё ближе
Even closer
Хорошо
Okay
Не знаю даже
I don't even know
Ладно
Okay
Не сегодня
Not tonight
В путь
On the way
Уже не хочется
I don't feel like it anymore
Уже бегу одеваться
I'm on my way to get dressed
Ну не знаю
Well, I don't know
Уговорила
Okay, I talked you into it
Извини, но нет
I'm sorry, but no
pgn_lizapornfilm8_p1 | [pname_max[0]]. Я недавно узнала об одном очень интересном фильме. Не хочешь со мной его посмотреть? | [pname_max[0]]. I just found out about a very interesting movie. You don't want to watch it with me?
pgn_lizapornfilm8_p1 | Я не против. Когда хочешь? Можем сейчас пойти в гостиную. | I don't mind. When do you want it? We can go into the living room now.
pgn_lizapornfilm8_p1 | Нет, только не дома. Давай поедем на Тётину квартиру. | No, not at home. Let's go to Auntie's apartment.
pgn_lizapornfilm8_p1 | Почему не дома, мамы всё равно сейчас нет дома? | Why not at home, Mom's still not home right now?
pgn_lizapornfilm8_p1 | Там ни кто не будет мешать, только мы, одни. | There's no one there to interfere, just us, alone.
pgn_lizapornfilm8_p1 | Ладно. А когда? | Okay. And when?
pgn_lizapornfilm8_p1 | Сейчас. | Now.
pgn_lizapornfilm8_p1 | А не поздновато? | Isn't it a little late?
pgn_lizapornfilm8_p1 | В самый раз. Ну так что? | Just the right time. So what's it gonna be?
pgn_lizapornfilm8_p1 | Поехали | Let's go.
pgn_lizapornfilm8_p2 | Давай быстрее, не терпится посмотреть. | Come on, hurry up, look forward to it.
pgn_lizapornfilm8_p2 | Хорошо, хорошо. | Okay, okay.
pgn_lizapornfilm8_p2 | А что это за фильм? | What's this movie?
pgn_lizapornfilm8_p2 | Ну там про одну школьницу, что очень плохо учится... и... Ну ты смотри...  | Well, it's about a schoolgirl who's a very bad student... и... Well, look... 
pgn_lizapornfilm8_p2 | {i}Хм... что-то знакомое... {/i} | {i}um... something familiar... {/i}
pgn_lizapornfilm8_p2 | {i}Чёрт! Да это же порно... И при том, где снимался я, [pname_alice[0]] и Мама... {/i} | {i}Shit! That's porn... And even though I've done it, [pname_alice[0]] and Mom... {/i}
pgn_lizapornfilm8_p2 | А... Эм... [pname_liza[0]]... А ты где это взяла? | Ah... Um... (sighs) [pname_liza[0]]... Where'd you get this?
pgn_lizapornfilm8_p2 | Дома нашла. | Found a home.
pgn_lizapornfilm8_p2 | Ты сказала, что фильм интересный. Т.е. ты уже видела? | You said the movie was interesting. I mean, have you seen it yet?
pgn_lizapornfilm8_p2 | Да, совсем немного. | Yeah, just a little bit.
pgn_lizapornfilm8_p2 | Ну понимаешь... это...  | You know... it's, uh... 
pgn_lizapornfilm8_p2 | Мне не нужно ничего объяснять, я не такая уж и маленькая, чтобы не понимать. Маму уволили с работы, Тётя [pname_kira[0]] снимается в порно. А ещё у тебя такой большой... почему бы и не сняться и не заработать деньги на том, что любишь. | I don't need to explain anything, I'm not that small to not understand. Mom got fired from her job, Aunt [pname_kira[0]] is in porn. You also have such a big... why don't you just do it and make money from what you love.
pgn_lizapornfilm8_p2 | Эм...  | Um... 
pgn_lizapornfilm8_p2 | [pname_max[0]]. Я тоже хочу сниматься в порно. | [pname_max[0]]. I want to do porn, too.
pgn_lizapornfilm8_p2 | Что!? | What?
pgn_lizapornfilm8_p2 | Я в интернете прочитала, что актрисы много зарабатывают на съёмках, а просить деньги у мамы неудобно. | I read on the Internet that actresses make a lot of money on the set, and asking my mother for money is uncomfortable.
pgn_lizapornfilm8_p2 | Если тебе нужны деньги, можешь просить у меня. | If you need money, you can ask me.
pgn_lizapornfilm8_p2 | Знаю, но раз вся семья в этом участвует, то я не хочу быть в стороне. | I know, but since the whole family's involved, I don't want to be left out.
pgn_lizapornfilm8_p2 | Но если мама об этом узнает, то уже никто сниматься не будет, а меня отправят в армию или куда-нибудь ещё подальше то всех. | But if Mom finds out about it, nobody will be filming anymore, and I will be sent to the army or somewhere farther away, all of them.
pgn_lizapornfilm8_p2 | И это я знаю. Так что надеюсь, что ты найдешь решение и устроишь всё. | And I know that. So I hope you find a solution and arrange everything.
pgn_lizapornfilm8_p2 | Но как? | But how?
pgn_lizapornfilm8_p2 | Не знаю, иначе мама узнает или я просто не буду заниматься с тобой сексом. | I don't know, or else Mom will know or I won't have sex with you.
pgn_lizapornfilm8_p2 | {i}... ещё одна шантажистка...{/i} Хорошо, постараюсь. | {i}... another blackmailer... Okay, I'll try.{/i}
pgn_lizapornfilm8_p2 | Вот и ладно. А теперь устраивайся поудобней, досматривай порно. | Okay, that's okay. Now get comfortable, see at the porn.
pgn_lizapornfilm8_p2 | А пока смотришь, буду делать тебе минет. Ок? | In the meantime, you see a porn.  I'll give you a blowjob. Okay?
pgn_lizapornfilm8_p2 | {i}О да, Круть!!!{/i} | {i}Oh, yeah, cool!!!{/i}
pgn_lizapornfilm8_p2 | {i}Как же классно, когда одновременно с просмотром порно тебе ещё и делают минет.{/i} | {i}How cool is it when you get a blowjob at the same time as watching porn.{/i}
pgn_lizapornfilm8_p2 | {i}Хехе, сейчас чей-то попке достанется.{/i} | {i}Heh, somebody's ass is going to get it.{/i}
pgn_lizapornfilm8_p2 | {i}Конечно, когда член в попе или во рту, ощущения разные, но представляя, то что происходит на съёмках и что сейчас делает [pname_liza[0]]... Охххх...{/i} | {i}Of course, when the penis in the ass or mouth feels different, but imagining what's happening on the set and what [pname_liza[0]] is doing now... Ohh...{/i}
pgn_lizapornfilm8_p2 | {i}Ахх.... Этот момент, когда Мама взялась за член... Чёрт! Я кончаю!{/i} | {i}Ahh.... This moment when Mom took a dick... Shit! I'm coming!{/i}
pgn_lizapornfilm8_p2 | Мммм... вкусно... | Mm-hmm... delicious...
pgn_lizapornfilm8_p2 | Ну вот и всё. Одевайся и поехали домой. | Well, that's it. Get dressed and let's go home.
pgn_lizapornfilm8_p2 | Зачем? Давай останемся, а завтра утром поедем домой. | Why? Let's stay and go home tomorrow morning.
pgn_lizapornfilm8_p2 | Нет, сейчас, а то у Мамы будет слишком много вопросов. А так, если что, скажем что долго гуляли. | No, now, or Mom will have too many questions. So, if anything, let's say we've been out for a long time.
